"County","Muni","HINDI","ward","WardCode","VoterCount"
"PIERCE COUNTY","TOWN OF MAIDEN ROCK - PIERCE COUNTY","48016","Town of Maiden Rock - Ward 1","WD-001","397"
"PIERCE COUNTY","TOWN OF MARTELL - PIERCE COUNTY","48018","Town of Martell - Ward 1","WD-001","326"
"PIERCE COUNTY","TOWN OF MARTELL - PIERCE COUNTY","48018","Town of Martell - Ward 2","WD-002","477"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 1","WD-001","494"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 2","WD-002","650"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 3","WD-003","460"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 1","WD-001","515"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 2","WD-002","598"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 3","WD-003","211"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town Of River Falls - Ward 4","WD-004","89"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town Of River Falls - Ward 5","WD-005","170"
"PIERCE COUNTY","TOWN OF ROCK ELM - PIERCE COUNTY","48024","Town of Rock Elm - Ward 1","WD-001","290"
"PIERCE COUNTY","TOWN OF SALEM - PIERCE COUNTY","48026","Town of Salem - Ward 1","WD-001","292"
"PIERCE COUNTY","TOWN OF SPRING LAKE - PIERCE COUNTY","48028","Town of Spring Lake - Ward 1","WD-001","308"
"PIERCE COUNTY","TOWN OF SPRING LAKE - PIERCE COUNTY","48028","Town of Spring Lake - Ward 2","WD-002","82"
"PIERCE COUNTY","TOWN OF TRENTON - PIERCE COUNTY","48030","Town of Trenton - Ward 1","WD-001","634"
"PIERCE COUNTY","TOWN OF TRENTON - PIERCE COUNTY","48030","Town of Trenton - Ward 2","WD-002","502"
"PIERCE COUNTY","TOWN OF TRIMBELLE - PIERCE COUNTY","48032","Town of Trimbelle - Ward 1","WD-001","586"
"PIERCE COUNTY","TOWN OF TRIMBELLE - PIERCE COUNTY","48032","Town of Trimbelle - Ward 2","WD-002","476"
"PIERCE COUNTY","TOWN OF UNION - PIERCE COUNTY","48034","Town of Union - Ward 1","WD-001","368"
"PIERCE COUNTY","VILLAGE OF BAY CITY - PIERCE COUNTY","48106","Village of Bay City - Ward 1","WD-001","238"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 1","WD-001","506"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 2","WD-002","334"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 3","WD-003","384"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 4","WD-004","406"
"PIERCE COUNTY","VILLAGE OF ELMWOOD - PIERCE COUNTY","48122","Village of Elmwood - Ward 1","WD-001","403"
"PIERCE COUNTY","VILLAGE OF MAIDEN ROCK - PIERCE COUNTY","48151","Village of Maiden Rock - Ward 1","WD-001","83"
"PIERCE COUNTY","VILLAGE OF PLUM CITY - PIERCE COUNTY","48171","Village of Plum City - Ward 1","WD-001","294"
"PIERCE COUNTY","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","48181","Village of Spring Valley - Ward 1","WD-001","400"
"PIERCE COUNTY","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","48181","Village of Spring Valley - Ward 2","WD-002","377"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 1","WD-001","557"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 2","WD-002","574"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 3","WD-003","499"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 4","WD-004","497"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 5","WD-005","396"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 10","WD-010","324"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 11","WD-011","299"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 12","WD-012","367"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 13","WD-013","289"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 14","WD-014","384"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 15","WD-015","565"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 16","WD-016","528"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 17","WD-017","315"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 18","WD-018","554"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 6","WD-006","721"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 7","WD-007","738"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 8","WD-008","370"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 9","WD-009","514"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 1","WD-001","443"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 2","WD-002","401"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 3","WD-003","621"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 4","WD-004","540"
"POLK COUNTY","TOWN OF APPLE RIVER - POLK COUNTY","49004","Town of Apple River - Ward 1","WD-001","310"
"POLK COUNTY","TOWN OF APPLE RIVER - POLK COUNTY","49004","Town of Apple River - Ward 2","WD-002","406"
"POLK COUNTY","TOWN OF BALSAM LAKE - POLK COUNTY","49006","Town of Balsam Lake - Ward 1","WD-001","617"
"POLK COUNTY","TOWN OF BALSAM LAKE - POLK COUNTY","49006","Town of Balsam Lake - Ward 2","WD-002","358"
"POLK COUNTY","TOWN OF BEAVER - POLK COUNTY","49008","Town of Beaver - Ward 1","WD-001","533"
"POLK COUNTY","TOWN OF BLACK BROOK - POLK COUNTY","49010","Town of Black Brook - Ward 1","WD-001","287"
"POLK COUNTY","TOWN OF BLACK BROOK - POLK COUNTY","49010","Town of Black Brook - Ward 2","WD-002","615"
"POLK COUNTY","TOWN OF BONE LAKE - POLK COUNTY","49012","Town of Bone Lake - Ward 1","WD-001","471"
"POLK COUNTY","TOWN OF CLAM FALLS - POLK COUNTY","49014","Town of Clam Falls - Ward 1","WD-001","342"
"POLK COUNTY","TOWN OF CLAYTON - POLK COUNTY","49016","Town of Clayton - Ward 1","WD-001","594"
"POLK COUNTY","TOWN OF CLEAR LAKE - POLK COUNTY","49018","Town of Clear Lake - Ward 1","WD-001","514"
"POLK COUNTY","TOWN OF EUREKA - POLK COUNTY","49020","Town of Eureka - Ward 1","WD-001","580"
"POLK COUNTY","TOWN OF EUREKA - POLK COUNTY","49020","Town of Eureka - Ward 2","WD-002","559"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town of Farmington - Ward 1","WD-001","691"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town of Farmington - Ward 2","WD-002","499"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town Of Farmington - Ward 3","WD-003","129"
"POLK COUNTY","TOWN OF GARFIELD - POLK COUNTY","49024","Town of Garfield - Ward 1","WD-001","542"
"POLK COUNTY","TOWN OF GARFIELD - POLK COUNTY","49024","Town of Garfield - Ward 2","WD-002","554"
"POLK COUNTY","TOWN OF GEORGETOWN - POLK COUNTY","49026","Town of Georgetown - Ward 1","WD-001","450"
"POLK COUNTY","TOWN OF GEORGETOWN - POLK COUNTY","49026","Town of Georgetown - Ward 2","WD-002","247"
"POLK COUNTY","TOWN OF JOHNSTOWN - POLK COUNTY","49028","Town of Johnstown - Ward 1","WD-001","321"
"POLK COUNTY","TOWN OF LAKETOWN - POLK COUNTY","49030","Town of Laketown - Ward 1","WD-001","674"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 1","WD-001","471"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 2","WD-002","401"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 3","WD-003","345"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 4","WD-004","300"
"POLK COUNTY","TOWN OF LORAIN - POLK COUNTY","49034","Town of Lorain - Ward 1","WD-001","202"
"POLK COUNTY","TOWN OF LUCK - POLK COUNTY","49036","Town of Luck - Ward 1","WD-001","404"
"POLK COUNTY","TOWN OF LUCK - POLK COUNTY","49036","Town of Luck - Ward 2","WD-002","233"
"POLK COUNTY","TOWN OF MCKINLEY - POLK COUNTY","49038","Town of McKinley - Ward 1","WD-001","243"
"POLK COUNTY","TOWN OF MILLTOWN - POLK COUNTY","49040","Town of Milltown - Ward 1","WD-001","576"
"POLK COUNTY","TOWN OF MILLTOWN - POLK COUNTY","49040","Town of Milltown - Ward 2","WD-002","201"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 1","WD-001","517"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 2","WD-002","341"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 3","WD-003","325"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 4","WD-004","573"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 5","WD-005","248"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town of St. Croix Falls - Ward 1","WD-001","210"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town of St. Croix Falls - Ward 2","WD-002","497"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town Of St. Croix Falls - Ward 3","WD-003","12"
"POLK COUNTY","TOWN OF STERLING - POLK COUNTY","49046","Town of Sterling - Ward 1","WD-001","456"
"POLK COUNTY","TOWN OF WEST SWEDEN - POLK COUNTY","49048","Town of West Sweden - Ward 1","WD-001","464"
"POLK COUNTY","VILLAGE OF BALSAM LAKE - POLK COUNTY","49106","Village of Balsam Lake - Ward 1","WD-001","520"
"POLK COUNTY","VILLAGE OF CENTURIA - POLK COUNTY","49111","Village of Centuria - Ward 1","WD-001","378"
"POLK COUNTY","VILLAGE OF CLAYTON - POLK COUNTY","49112","Village of Clayton - Ward 1","WD-001","265"
"POLK COUNTY","VILLAGE OF CLEAR LAKE - POLK COUNTY","49113","Village of Clear Lake - Ward 1","WD-001","253"
"POLK COUNTY","VILLAGE OF CLEAR LAKE - POLK COUNTY","49113","Village of Clear Lake - Ward 2","WD-002","357"
"POLK COUNTY","VILLAGE OF DRESSER - POLK COUNTY","49116","Village of Dresser - Ward 1","WD-001","493"
"POLK COUNTY","VILLAGE OF FREDERIC - POLK COUNTY","49126","Village of Frederic - Ward 1","WD-001","295"
"POLK COUNTY","VILLAGE OF FREDERIC - POLK COUNTY","49126","Village of Frederic - Ward 2","WD-002","287"
"POLK COUNTY","VILLAGE OF LUCK - POLK COUNTY","49146","Village of Luck - Ward 1","WD-001","315"
"POLK COUNTY","VILLAGE OF LUCK - POLK COUNTY","49146","Village of Luck - Ward 2","WD-002","321"
"POLK COUNTY","VILLAGE OF MILLTOWN - POLK COUNTY","49151","Village of Milltown - Ward 1","WD-001","474"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 1","WD-001","574"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 2","WD-002","512"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 3","WD-003","525"
"POLK COUNTY","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","49186","Village Of Turtle Lake - Ward 2","WD-002","29"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 1","WD-001","275"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 2","WD-002","485"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 3","WD-003","280"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 4","WD-004","235"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 5","WD-005","303"
"POLK COUNTY","CITY OF ST. CROIX FALLS - POLK COUNTY","49281","City of St. Croix Falls - Ward 1","WD-001","357"
"POLK COUNTY","CITY OF ST. CROIX FALLS - POLK COUNTY","49281","City of St. Croix Falls - Ward 2","WD-002","361"
"POLK COUNTY","CITY OF ST. CROIX FALLS - POLK COUNTY","49281","City of St. Croix Falls - Ward 3","WD-003","348"
"POLK COUNTY","CITY OF ST. CROIX FALLS - POLK COUNTY","49281","City of St. Croix Falls - Ward 4","WD-004","309"
"PORTAGE COUNTY","TOWN OF ALBAN - PORTAGE COUNTY","50002","Town of Alban - Ward 1","WD-001","565"
"PORTAGE COUNTY","TOWN OF ALMOND - PORTAGE COUNTY","50004","Town of Almond - Ward 1","WD-001","229"
"PORTAGE COUNTY","TOWN OF ALMOND - PORTAGE COUNTY","50004","Town Of Almond - Ward 2","WD-002","227"
"PORTAGE COUNTY","TOWN OF AMHERST - PORTAGE COUNTY","50006","Town of Amherst - Ward 1","WD-001","521"
"PORTAGE COUNTY","TOWN OF AMHERST - PORTAGE COUNTY","50006","Town of Amherst - Ward 2","WD-002","472"
"PORTAGE COUNTY","TOWN OF BELMONT - PORTAGE COUNTY","50008","Town of Belmont - Ward 1","WD-001","432"
"PORTAGE COUNTY","TOWN OF BUENA VISTA - PORTAGE COUNTY","50010","Town of Buena Vista - Ward 1","WD-001","403"
"PORTAGE COUNTY","TOWN OF BUENA VISTA - PORTAGE COUNTY","50010","Town of Buena Vista - Ward 2","WD-002","387"
"PORTAGE COUNTY","TOWN OF CARSON - PORTAGE COUNTY","50012","Town of Carson - Ward 1","WD-001","406"
"PORTAGE COUNTY","TOWN OF CARSON - PORTAGE COUNTY","50012","Town of Carson - Ward 2","WD-002","515"
"PORTAGE COUNTY","TOWN OF DEWEY - PORTAGE COUNTY","50014","Town of Dewey - Ward 1","WD-001","696"
"PORTAGE COUNTY","TOWN OF EAU PLEINE - PORTAGE COUNTY","50016","Town of Eau Pleine - Ward 1","WD-001","300"
"PORTAGE COUNTY","TOWN OF EAU PLEINE - PORTAGE COUNTY","50016","Town Of Eau Pleine - Ward 2","WD-002","389"
"PORTAGE COUNTY","TOWN OF GRANT - PORTAGE COUNTY","50018","Town of Grant - Ward 1","WD-001","561"
"PORTAGE COUNTY","TOWN OF GRANT - PORTAGE COUNTY","50018","Town of Grant - Ward 2","WD-002","577"
"PORTAGE COUNTY","TOWN OF GRANT - PORTAGE COUNTY","50018","Town of Grant - Ward 3","WD-003","99"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 1","WD-001","279"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 2","WD-002","555"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 3","WD-003","442"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 4","WD-004","616"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 5","WD-005","522"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 6","WD-006","346"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 7","WD-007","392"
"PORTAGE COUNTY","TOWN OF HULL - PORTAGE COUNTY","50020","Town of Hull - Ward 8","WD-008","495"
"PORTAGE COUNTY","TOWN OF LANARK - PORTAGE COUNTY","50022","Town of Lanark - Ward 1","WD-001","522"
"PORTAGE COUNTY","TOWN OF LANARK - PORTAGE COUNTY","50022","Town of Lanark - Ward 2","WD-002","517"
"PORTAGE COUNTY","TOWN OF LINWOOD - PORTAGE COUNTY","50024","Town of Linwood - Ward 1","WD-001","386"
"PORTAGE COUNTY","TOWN OF LINWOOD - PORTAGE COUNTY","50024","Town of Linwood - Ward 2","WD-002","381"
"PORTAGE COUNTY","TOWN OF NEW HOPE - PORTAGE COUNTY","50026","Town of New Hope - Ward 1","WD-001","518"
"PORTAGE COUNTY","TOWN OF PINE GROVE - PORTAGE COUNTY","50028","Town of Pine Grove - Ward 1","WD-001","268"
"PORTAGE COUNTY","TOWN OF PINE GROVE - PORTAGE COUNTY","50028","Town of Pine Grove - Ward 2","WD-002","148"
"PORTAGE COUNTY","TOWN OF PLOVER - PORTAGE COUNTY","50030","Town of Plover - Ward 1","WD-001","242"
"PORTAGE COUNTY","TOWN OF PLOVER - PORTAGE COUNTY","50030","Town of Plover - Ward 2","WD-002","326"
"PORTAGE COUNTY","TOWN OF PLOVER - PORTAGE COUNTY","50030","Town of Plover - Ward 3","WD-003","390"
"PORTAGE COUNTY","TOWN OF SHARON - PORTAGE COUNTY","50032","Town of Sharon - Ward 1","WD-001","625"
"PORTAGE COUNTY","TOWN OF SHARON - PORTAGE COUNTY","50032","Town of Sharon - Ward 2","WD-002","511"
"PORTAGE COUNTY","TOWN OF SHARON - PORTAGE COUNTY","50032","Town of Sharon - Ward 3","WD-003","319"
"PORTAGE COUNTY","TOWN OF STOCKTON - PORTAGE COUNTY","50034","Town of Stockton - Ward 1","WD-001","417"
"PORTAGE COUNTY","TOWN OF STOCKTON - PORTAGE COUNTY","50034","Town of Stockton - Ward 2","WD-002","449"
"PORTAGE COUNTY","TOWN OF STOCKTON - PORTAGE COUNTY","50034","Town of Stockton - Ward 3","WD-003","627"
"PORTAGE COUNTY","TOWN OF STOCKTON - PORTAGE COUNTY","50034","Town of Stockton - Ward 4","WD-004","267"
"PORTAGE COUNTY","TOWN OF STOCKTON - PORTAGE COUNTY","50034","Town of Stockton - Ward 5","WD-005","220"
"PORTAGE COUNTY","VILLAGE OF ALMOND - PORTAGE COUNTY","50101","Village of Almond - Ward 1","WD-001","213"
"PORTAGE COUNTY","VILLAGE OF AMHERST - PORTAGE COUNTY","50102","Village of Amherst - Ward 1","WD-001","351"
"PORTAGE COUNTY","VILLAGE OF AMHERST - PORTAGE COUNTY","50102","Village of Amherst - Ward 2","WD-002","364"
"PORTAGE COUNTY","VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY","50103","Village of Amherst Junction - Ward 1","WD-001","246"
"PORTAGE COUNTY","VILLAGE OF JUNCTION CITY - PORTAGE COUNTY","50141","Village of Junction City - Ward 1","WD-001","203"
"PORTAGE COUNTY","VILLAGE OF MILLADORE - MULTIPLE COUNTIES","50151","Village of Milladore - Ward 2","WD-002","4"
"PORTAGE COUNTY","VILLAGE OF NELSONVILLE - PORTAGE COUNTY","50161","Village of Nelsonville - Ward 1","WD-001","112"
"PORTAGE COUNTY","VILLAGE OF PARK RIDGE - PORTAGE COUNTY","50171","Village of Park Ridge - Ward 1","WD-001","421"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 1","WD-001","766"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village Of Plover - Ward 10","WD-010","607"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 2","WD-002","607"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 3","WD-003","809"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 4","WD-004","1152"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 5","WD-005","1065"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 6","WD-006","963"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 7","WD-007","914"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 8","WD-008","684"
"PORTAGE COUNTY","VILLAGE OF PLOVER - PORTAGE COUNTY","50173","Village of Plover - Ward 9","WD-009","668"
"PORTAGE COUNTY","VILLAGE OF ROSHOLT - PORTAGE COUNTY","50176","Village of Rosholt - Ward 1","WD-001","271"
"PORTAGE COUNTY","VILLAGE OF WHITING - PORTAGE COUNTY","50191","Village of Whiting - Ward 1","WD-001","342"
"PORTAGE COUNTY","VILLAGE OF WHITING - PORTAGE COUNTY","50191","Village of Whiting - Ward 2","WD-002","494"
"PORTAGE COUNTY","VILLAGE OF WHITING - PORTAGE COUNTY","50191","Village of Whiting - Ward 3","WD-003","187"
"PORTAGE COUNTY","VILLAGE OF WHITING - PORTAGE COUNTY","50191","Village of Whiting - Ward 4","WD-004","82"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 1","WD-001","508"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 10","WD-010","314"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 11","WD-011","355"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 12","WD-012","497"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 13","WD-013","299"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 14","WD-014","494"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 15","WD-015","497"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 16","WD-016","477"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 17","WD-017","500"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 18","WD-018","627"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 19","WD-019","375"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 2","WD-002","494"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 20","WD-020","538"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 21","WD-021","329"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 22","WD-022","563"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 23","WD-023","437"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 24","WD-024","589"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 25","WD-025","215"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 26","WD-026","911"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 27","WD-027","247"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 28","WD-028","795"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 29","WD-029","140"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 3","WD-003","302"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 30","WD-030","388"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 31","WD-031","268"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 32","WD-032","330"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 33","WD-033","386"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 35","WD-035","2"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 4","WD-004","660"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 5","WD-005","386"
"PORTAGE COUNTY","CITY OF STEVENS POINT - PORTAGE COUNTY","50281","City of Stevens Point - Ward 6","WD-006","180"
