"County","Muni","HINDI","ward","WardCode","VoterCount"
"WALWORTH COUNTY","TOWN OF DARIEN - WALWORTH COUNTY","65004","Town of Darien - Ward 3","WD-003","22"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward  7","WD-007","287"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 1","WD-001","428"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 2","WD-002","206"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 3","WD-003","642"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 4","WD-004","468"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 5","WD-005","374"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 6","WD-006","194"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 8","WD-008","337"
"WALWORTH COUNTY","TOWN OF DELAVAN - WALWORTH COUNTY","65006","Town of Delavan - Ward 9","WD-009","379"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 1","WD-001","360"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 2","WD-002","475"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 3","WD-003","600"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 4","WD-004","730"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 5","WD-005","423"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town of East Troy - Ward 6","WD-006","403"
"WALWORTH COUNTY","TOWN OF EAST TROY - WALWORTH COUNTY","65008","Town Of East Troy - Ward 7","WD-007","3"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 1","WD-001","352"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town Of Geneva - Ward 10","WD-010","100"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town Of Geneva - Ward 11","WD-011","57"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 2","WD-002","450"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 3","WD-003","62"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 4","WD-004","559"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 5","WD-005","425"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 6","WD-006","529"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 7","WD-007","457"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town of Geneva - Ward 8","WD-008","464"
"WALWORTH COUNTY","TOWN OF GENEVA - WALWORTH COUNTY","65010","Town Of Geneva - Ward 9","WD-009","92"
"WALWORTH COUNTY","TOWN OF LAFAYETTE - WALWORTH COUNTY","65012","Town of Lafayette - Ward 1","WD-001","687"
"WALWORTH COUNTY","TOWN OF LAFAYETTE - WALWORTH COUNTY","65012","Town of Lafayette - Ward 2","WD-002","344"
"WALWORTH COUNTY","TOWN OF LAFAYETTE - WALWORTH COUNTY","65012","Town of Lafayette - Ward 3","WD-003","435"
"WALWORTH COUNTY","TOWN OF LA GRANGE - WALWORTH COUNTY","65014","Town of La Grange - Ward 1","WD-001","584"
"WALWORTH COUNTY","TOWN OF LA GRANGE - WALWORTH COUNTY","65014","Town of La Grange - Ward 2","WD-002","606"
"WALWORTH COUNTY","TOWN OF LA GRANGE - WALWORTH COUNTY","65014","Town of La Grange - Ward 3","WD-003","586"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 1","WD-001","375"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 2","WD-002","393"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 3","WD-003","459"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 4","WD-004","107"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 5","WD-005","306"
"WALWORTH COUNTY","TOWN OF LINN - WALWORTH COUNTY","65016","Town of Linn - Ward 6","WD-006","27"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 1","WD-001","317"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 2","WD-002","341"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 3","WD-003","267"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 4","WD-004","353"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 5","WD-005","560"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 6","WD-006","86"
"WALWORTH COUNTY","TOWN OF LYONS - WALWORTH COUNTY","65018","Town of Lyons - Ward 7","WD-007","268"
"WALWORTH COUNTY","TOWN OF RICHMOND - WALWORTH COUNTY","65020","Town of Richmond - Ward 1","WD-001","494"
"WALWORTH COUNTY","TOWN OF RICHMOND - WALWORTH COUNTY","65020","Town of Richmond - Ward 2","WD-002","520"
"WALWORTH COUNTY","TOWN OF RICHMOND - WALWORTH COUNTY","65020","Town of Richmond - Ward 3","WD-003","272"
"WALWORTH COUNTY","TOWN OF SHARON - WALWORTH COUNTY","65022","Town of Sharon - Ward 1","WD-001","578"
"WALWORTH COUNTY","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","65024","Town of Spring Prairie - Ward 1","WD-001","405"
"WALWORTH COUNTY","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","65024","Town of Spring Prairie - Ward 2","WD-002","397"
"WALWORTH COUNTY","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","65024","Town of Spring Prairie - Ward 3","WD-003","369"
"WALWORTH COUNTY","TOWN OF SPRING PRAIRIE - WALWORTH COUNTY","65024","Town of Spring Prairie - Ward 4","WD-004","418"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town of Sugar Creek - Ward 1","WD-001","466"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town of Sugar Creek - Ward 2","WD-002","474"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town of Sugar Creek - Ward 3","WD-003","602"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town of Sugar Creek - Ward 4","WD-004","241"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town of Sugar Creek - Ward 5","WD-005","137"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town Of Sugar Creek - Ward 6","WD-006","530"
"WALWORTH COUNTY","TOWN OF SUGAR CREEK - WALWORTH COUNTY","65026","Town Of Sugar Creek - Ward 7","WD-007","105"
"WALWORTH COUNTY","TOWN OF TROY - WALWORTH COUNTY","65028","Town of Troy - Ward 1","WD-001","551"
"WALWORTH COUNTY","TOWN OF TROY - WALWORTH COUNTY","65028","Town of Troy - Ward 2","WD-002","556"
"WALWORTH COUNTY","TOWN OF TROY - WALWORTH COUNTY","65028","Town of Troy - Ward 3","WD-003","569"
"WALWORTH COUNTY","TOWN OF WALWORTH - WALWORTH COUNTY","65030","Town of Walworth - Ward 1","WD-001","367"
"WALWORTH COUNTY","TOWN OF WALWORTH - WALWORTH COUNTY","65030","Town of Walworth - Ward 2","WD-002","300"
"WALWORTH COUNTY","TOWN OF WALWORTH - WALWORTH COUNTY","65030","Town of Walworth - Ward 3","WD-003","288"
"WALWORTH COUNTY","TOWN OF WALWORTH - WALWORTH COUNTY","65030","Town Of Walworth - Ward 4","WD-004","134"
"WALWORTH COUNTY","TOWN OF WHITEWATER - WALWORTH COUNTY","65032","Town of Whitewater - Ward 1","WD-001","275"
"WALWORTH COUNTY","TOWN OF WHITEWATER - WALWORTH COUNTY","65032","Town of Whitewater - Ward 2","WD-002","530"
"WALWORTH COUNTY","TOWN OF WHITEWATER - WALWORTH COUNTY","65032","Town of Whitewater - Ward 3","WD-003","202"
"WALWORTH COUNTY","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","65115","Village of Bloomfield - Ward 1","WD-001","469"
"WALWORTH COUNTY","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","65115","Village of Bloomfield - Ward 2","WD-002","485"
"WALWORTH COUNTY","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","65115","Village of Bloomfield - Ward 3","WD-003","512"
"WALWORTH COUNTY","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","65115","Village of Bloomfield - Ward 4","WD-004","545"
"WALWORTH COUNTY","VILLAGE OF BLOOMFIELD - WALWORTH COUNTY","65115","Village of Bloomfield - Ward 5","WD-005","501"
"WALWORTH COUNTY","VILLAGE OF DARIEN - WALWORTH COUNTY","65116","Village of Darien - Ward 1","WD-001","378"
"WALWORTH COUNTY","VILLAGE OF DARIEN - WALWORTH COUNTY","65116","Village of Darien - Ward 2","WD-002","367"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village of East Troy - Ward 1","WD-001","552"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village of East Troy - Ward 2","WD-002","401"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village of East Troy - Ward 3","WD-003","310"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village of East Troy - Ward 4","WD-004","584"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village of East Troy - Ward 5","WD-005","475"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village Of East Troy - Ward 6","WD-006","361"
"WALWORTH COUNTY","VILLAGE OF EAST TROY - WALWORTH COUNTY","65121","Village Of East Troy - Ward 8","WD-008","132"
"WALWORTH COUNTY","VILLAGE OF FONTANA - WALWORTH COUNTY","65126","Village of Fontana - Ward 1","WD-001","424"
"WALWORTH COUNTY","VILLAGE OF FONTANA - WALWORTH COUNTY","65126","Village of Fontana - Ward 2","WD-002","423"
"WALWORTH COUNTY","VILLAGE OF FONTANA - WALWORTH COUNTY","65126","Village of Fontana - Ward 3","WD-003","513"
"WALWORTH COUNTY","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","65131","Village of Genoa City - Ward 1","WD-001","375"
"WALWORTH COUNTY","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","65131","Village of Genoa City - Ward 2","WD-002","399"
"WALWORTH COUNTY","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","65131","Village of Genoa City - Ward 3","WD-003","411"
"WALWORTH COUNTY","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","65131","Village of Genoa City - Ward 4","WD-004","163"
"WALWORTH COUNTY","VILLAGE OF GENOA CITY - MULTIPLE COUNTIES","65131","Village of Genoa City - Ward 5","WD-005","216"
"WALWORTH COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","65153","Village of Mukwonago - Ward 11","WD-011","121"
"WALWORTH COUNTY","VILLAGE OF MUKWONAGO - MULTIPLE COUNTIES","65153","Village Of Mukwonago - Ward 12","WD-012","2"
"WALWORTH COUNTY","VILLAGE OF SHARON - WALWORTH COUNTY","65181","Village of Sharon - Ward 1","WD-001","326"
"WALWORTH COUNTY","VILLAGE OF SHARON - WALWORTH COUNTY","65181","Village of Sharon - Ward 2","WD-002","441"
"WALWORTH COUNTY","VILLAGE OF WALWORTH - WALWORTH COUNTY","65191","Village of Walworth - Ward 1","WD-001","538"
"WALWORTH COUNTY","VILLAGE OF WALWORTH - WALWORTH COUNTY","65191","Village of Walworth - Ward 2","WD-002","572"
"WALWORTH COUNTY","VILLAGE OF WALWORTH - WALWORTH COUNTY","65191","Village of Walworth - Ward 3","WD-003","410"
"WALWORTH COUNTY","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","65192","Village of Williams Bay - Ward 1","WD-001","504"
"WALWORTH COUNTY","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","65192","Village of Williams Bay - Ward 2","WD-002","532"
"WALWORTH COUNTY","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","65192","Village of Williams Bay - Ward 3","WD-003","483"
"WALWORTH COUNTY","VILLAGE OF WILLIAMS BAY - WALWORTH COUNTY","65192","Village of Williams Bay - Ward 4","WD-004","533"
"WALWORTH COUNTY","CITY OF BURLINGTON - MULTIPLE COUNTIES","65206","City of Burlington - Ward 10","WD-010","1"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 1","WD-001","431"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 2","WD-002","473"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 3","WD-003","441"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 4","WD-004","436"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 5","WD-005","455"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 6","WD-006","485"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 7","WD-007","475"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 8","WD-008","402"
"WALWORTH COUNTY","CITY OF DELAVAN - WALWORTH COUNTY","65216","City of Delavan - Ward 9","WD-009","555"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 1","WD-001","871"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 2","WD-002","387"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 3","WD-003","663"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 4","WD-004","1051"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 5","WD-005","976"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 6","WD-006","837"
"WALWORTH COUNTY","CITY OF ELKHORN - WALWORTH COUNTY","65221","City of Elkhorn - Ward 7","WD-007","482"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 1","WD-001","411"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 10","WD-010","496"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 2","WD-002","624"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 3","WD-003","445"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 4","WD-004","390"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 5","WD-005","425"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 6","WD-006","463"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 7","WD-007","276"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 8","WD-008","535"
"WALWORTH COUNTY","CITY OF LAKE GENEVA - WALWORTH COUNTY","65246","City of Lake Geneva - Ward 9","WD-009","463"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 1","WD-001","379"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 10","WD-010","454"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 2","WD-002","654"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 3","WD-003","336"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 4","WD-004","359"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 5","WD-005","539"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 6","WD-006","514"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 7","WD-007","594"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 8","WD-008","202"
"WALWORTH COUNTY","CITY OF WHITEWATER - MULTIPLE COUNTIES","65291","City of Whitewater - Ward 9","WD-009","209"
"WASHBURN COUNTY","TOWN OF BARRONETT - WASHBURN COUNTY","66002","Town of Barronett - Ward 1","WD-001","285"
"WASHBURN COUNTY","TOWN OF BASHAW - WASHBURN COUNTY","66004","Town of Bashaw - Ward 1","WD-001","567"
"WASHBURN COUNTY","TOWN OF BASHAW - WASHBURN COUNTY","66004","Town of Bashaw - Ward 2","WD-002","165"
"WASHBURN COUNTY","TOWN OF BASS LAKE - WASHBURN COUNTY","66006","Town of Bass Lake - Ward 1","WD-001","384"
"WASHBURN COUNTY","TOWN OF BEAVER BROOK - WASHBURN COUNTY","66008","Town of Beaver Brook - Ward 1","WD-001","534"
"WASHBURN COUNTY","TOWN OF BIRCHWOOD - WASHBURN COUNTY","66010","Town of Birchwood - Ward 1","WD-001","274"
"WASHBURN COUNTY","TOWN OF BIRCHWOOD - WASHBURN COUNTY","66010","Town of Birchwood - Ward 2","WD-002","179"
"WASHBURN COUNTY","TOWN OF BROOKLYN - WASHBURN COUNTY","66012","Town of Brooklyn - Ward 1","WD-001","103"
"WASHBURN COUNTY","TOWN OF BROOKLYN - WASHBURN COUNTY","66012","Town Of Brooklyn - Ward 2","WD-002","136"
"WASHBURN COUNTY","TOWN OF CASEY - WASHBURN COUNTY","66014","Town of Casey - Ward 1","WD-001","341"
"WASHBURN COUNTY","TOWN OF CHICOG - WASHBURN COUNTY","66016","Town of Chicog - Ward 1","WD-001","245"
"WASHBURN COUNTY","TOWN OF CRYSTAL - WASHBURN COUNTY","66018","Town of Crystal - Ward 1","WD-001","189"
"WASHBURN COUNTY","TOWN OF EVERGREEN - WASHBURN COUNTY","66020","Town of Evergreen - Ward 1","WD-001","284"
"WASHBURN COUNTY","TOWN OF EVERGREEN - WASHBURN COUNTY","66020","Town of Evergreen - Ward 2","WD-002","519"
"WASHBURN COUNTY","TOWN OF FROG CREEK - WASHBURN COUNTY","66022","Town of Frog Creek - Ward 1","WD-001","105"
"WASHBURN COUNTY","TOWN OF GULL LAKE - WASHBURN COUNTY","66024","Town of Gull Lake - Ward 1","WD-001","151"
"WASHBURN COUNTY","TOWN OF LONG LAKE - WASHBURN COUNTY","66026","Town of Long Lake - Ward 1","WD-001","511"
"WASHBURN COUNTY","TOWN OF MADGE - WASHBURN COUNTY","66028","Town of Madge - Ward 1","WD-001","410"
"WASHBURN COUNTY","TOWN OF MINONG - WASHBURN COUNTY","66030","Town of Minong - Ward 1","WD-001","637"
"WASHBURN COUNTY","TOWN OF MINONG - WASHBURN COUNTY","66030","Town of Minong - Ward 2","WD-002","101"
"WASHBURN COUNTY","TOWN OF SARONA - WASHBURN COUNTY","66032","Town of Sarona - Ward 1","WD-001","188"
"WASHBURN COUNTY","TOWN OF SARONA - WASHBURN COUNTY","66032","Town of Sarona - Ward 2","WD-002","90"
"WASHBURN COUNTY","TOWN OF SPOONER - WASHBURN COUNTY","66034","Town of Spooner - Ward 1","WD-001","217"
"WASHBURN COUNTY","TOWN OF SPOONER - WASHBURN COUNTY","66034","Town of Spooner - Ward 2","WD-002","348"
"WASHBURN COUNTY","TOWN OF SPRINGBROOK - WASHBURN COUNTY","66036","Town of Springbrook - Ward 1","WD-001","328"
"WASHBURN COUNTY","TOWN OF STINNETT - WASHBURN COUNTY","66038","Town of Stinnett - Ward 1","WD-001","146"
"WASHBURN COUNTY","TOWN OF STONE LAKE - WASHBURN COUNTY","66040","Town of Stone Lake - Ward 1","WD-001","357"
"WASHBURN COUNTY","TOWN OF TREGO - WASHBURN COUNTY","66042","Town of Trego - Ward 1","WD-001","491"
"WASHBURN COUNTY","TOWN OF TREGO - WASHBURN COUNTY","66042","Town of Trego - Ward 2","WD-002","195"
"WASHBURN COUNTY","VILLAGE OF BIRCHWOOD - WASHBURN COUNTY","66106","Village of Birchwood - Ward 1","WD-001","233"
"WASHBURN COUNTY","VILLAGE OF MINONG - WASHBURN COUNTY","66151","Village of Minong - Ward 1","WD-001","305"
"WASHBURN COUNTY","CITY OF SPOONER - WASHBURN COUNTY","66281","City of Spooner - Ward 1","WD-001","178"
"WASHBURN COUNTY","CITY OF SPOONER - WASHBURN COUNTY","66281","City of Spooner - Ward 2","WD-002","431"
"WASHBURN COUNTY","CITY OF SPOONER - WASHBURN COUNTY","66281","City of Spooner - Ward 3","WD-003","408"
"WASHBURN COUNTY","CITY OF SPOONER - WASHBURN COUNTY","66281","City of Spooner - Ward 4","WD-004","226"
"WASHBURN COUNTY","CITY OF SHELL LAKE - WASHBURN COUNTY","66282","City of Shell Lake - Ward 1","WD-001","296"
"WASHBURN COUNTY","CITY OF SHELL LAKE - WASHBURN COUNTY","66282","City of Shell Lake - Ward 2","WD-002","544"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 1","WD-001","372"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 2","WD-002","389"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 3","WD-003","307"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 4","WD-004","350"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 5","WD-005","208"
"WASHINGTON COUNTY","TOWN OF ADDISON - WASHINGTON COUNTY","67002","Town of Addison - Ward 6","WD-006","627"
"WASHINGTON COUNTY","TOWN OF BARTON - WASHINGTON COUNTY","67004","Town of Barton - Ward 1","WD-001","662"
"WASHINGTON COUNTY","TOWN OF BARTON - WASHINGTON COUNTY","67004","Town of Barton - Ward 2","WD-002","619"
"WASHINGTON COUNTY","TOWN OF BARTON - WASHINGTON COUNTY","67004","Town of Barton - Ward 3","WD-003","486"
"WASHINGTON COUNTY","TOWN OF BARTON - WASHINGTON COUNTY","67004","Town of Barton - Ward 4","WD-004","221"
"WASHINGTON COUNTY","TOWN OF ERIN - WASHINGTON COUNTY","67006","Town of Erin - Ward 1","WD-001","722"
"WASHINGTON COUNTY","TOWN OF ERIN - WASHINGTON COUNTY","67006","Town of Erin - Ward 2","WD-002","364"
"WASHINGTON COUNTY","TOWN OF ERIN - WASHINGTON COUNTY","67006","Town of Erin - Ward 3","WD-003","441"
"WASHINGTON COUNTY","TOWN OF ERIN - WASHINGTON COUNTY","67006","Town of Erin - Ward 4","WD-004","673"
"WASHINGTON COUNTY","TOWN OF ERIN - WASHINGTON COUNTY","67006","Town Of Erin - Ward 5","WD-005","763"
"WASHINGTON COUNTY","TOWN OF FARMINGTON - WASHINGTON COUNTY","67008","Town of Farmington - Ward 1","WD-001","566"
"WASHINGTON COUNTY","TOWN OF FARMINGTON - WASHINGTON COUNTY","67008","Town of Farmington - Ward 2","WD-002","458"
"WASHINGTON COUNTY","TOWN OF FARMINGTON - WASHINGTON COUNTY","67008","Town of Farmington - Ward 3","WD-003","687"
"WASHINGTON COUNTY","TOWN OF FARMINGTON - WASHINGTON COUNTY","67008","Town of Farmington - Ward 4","WD-004","656"
"WASHINGTON COUNTY","TOWN OF FARMINGTON - WASHINGTON COUNTY","67008","Town of Farmington - Ward 5","WD-005","260"
"WASHINGTON COUNTY","TOWN OF GERMANTOWN - WASHINGTON COUNTY","67010","Town of Germantown - Ward 1","WD-001","185"
"WASHINGTON COUNTY","TOWN OF HARTFORD - WASHINGTON COUNTY","67012","Town of Hartford - Ward 1","WD-001","708"
"WASHINGTON COUNTY","TOWN OF HARTFORD - WASHINGTON COUNTY","67012","Town of Hartford - Ward 2","WD-002","456"
"WASHINGTON COUNTY","TOWN OF HARTFORD - WASHINGTON COUNTY","67012","Town of Hartford - Ward 3","WD-003","219"
"WASHINGTON COUNTY","TOWN OF HARTFORD - WASHINGTON COUNTY","67012","Town of Hartford - Ward 4","WD-004","517"
"WASHINGTON COUNTY","TOWN OF HARTFORD - WASHINGTON COUNTY","67012","Town of Hartford - Ward 5","WD-005","593"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 1","WD-001","390"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 2","WD-002","493"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 3","WD-003","245"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 4","WD-004","487"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 5","WD-005","328"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town of Jackson - Ward 6","WD-006","225"
"WASHINGTON COUNTY","TOWN OF JACKSON - WASHINGTON COUNTY","67014","Town Of Jackson - Ward 7","WD-007","684"
"WASHINGTON COUNTY","TOWN OF KEWASKUM - WASHINGTON COUNTY","67016","Town of Kewaskum - Ward 1","WD-001","248"
"WASHINGTON COUNTY","TOWN OF KEWASKUM - WASHINGTON COUNTY","67016","Town of Kewaskum - Ward 2","WD-002","564"
"WASHINGTON COUNTY","TOWN OF POLK - WASHINGTON COUNTY","67018","Town of Polk - Ward 1","WD-001","677"
"WASHINGTON COUNTY","TOWN OF POLK - WASHINGTON COUNTY","67018","Town of Polk - Ward 2","WD-002","615"
"WASHINGTON COUNTY","TOWN OF POLK - WASHINGTON COUNTY","67018","Town of Polk - Ward 3","WD-003","271"
